"Informazioni cronologiche","In che genere ti identifichi:","Età","Luogo di residenza","Titolo di studio","Occupazione","Ti ritieni un lettore","Qual è il genere che preferisci leggere (puoi selezionare più di una risposta)","Con quale supporto preferisci leggere (Seleziona tutti quelli che usi)","Se ti viene regalato un libri sei... (esempio a Natale, compleanno ecc.)","Preferisci compare libri","Il prezzo di un libro ti frena dal comprarlo?","Qual è il prezzo massimo che sei disposto a spendere per un libro","Quanti libri compri in media in un anno tra usati e nuovi (Scrivere il numero intero: esempio 25)","Oltre a comprare libri, quali altri mezzi utilizzi (puoi selezionare più di una risposta)","Quanti libri leggi in media in un anno (Scrivere il numero intero: Esempio: 25)","Preferisci compare libri","Mediamente, a settimana, quanto tempo passi a leggere","Hai un account attivo su quale di questi social? (cioè: Entri dentro l'app giornalmente o quasi) (puoi selezionare più di una risposta)","Usi uno di questi account per parlare di libri? (sei un bookinfluencer)","Usi uno di questi account solo per cercare consigli sui libri? (non sei un bookinfluencer)","Se hai risposto sì, ad almeno una delle due, specifica quali","Ti ritieni parte di una comunità librosa online? (BookTube, Bookstagram, BookTok)","Specifica quale (anche più di una)","Conosci #Booktok?","Quanto tempo passi giornalmente su tiktok","Quando hai conosciuto #booktok?  (scrivi solo l'anno --> yyyy)","Quanto sono cambiate le tue abitudini di lettura da quando sei entrato nel BookTok?","Hai mai partecipato a una live di lettura? ","Cosa ti piace di queste live?","Hai mai partecipato a un GDL (gruppo di lettura)","Cosa ti piace di questi GDL?","Durante la lettura di un libro ","Ascolti volentieri recensioni parlate di 1 minuto o più?","Cosa ti ha convinto a rimanere la prima volta che hai conosciuto BookTok? (Risposta facoltativa, ma sono molto curiosa)","Preferisci leggere","Qual è il tuo bookinfluencer preferito?","Da 1 a 5 con quanta frequenza ti capitano nei ""per te"" o nel ""feed"" video o post del BookTok, BookTube o Bookstagram","Da 1 a 5 quanto pensi che il BookTok, Bookstagram, BookTube abbia influito sul tuo approccio alla lettura?","Prima di comprare un libro quanto ti basi sui pareri del BookTok, Booktube e Bookstagram","Compri libri che hanno sulla copertina scritto ""fenomeno di BookTok"" o ""romanzo di wattpad""","Compri e leggi un libro anche se è stato definito ""brutto"" da un bookinfluencer che segui e stimi?","Come scegli i libri da comprare, puoi selezionare più di una risposta","Leggi libri perché in quel momento vanno di moda?","Dopo aver finito un libro che ti è piaciuto molto cosa fai? Puoi mettere più di una risposta","Dopo aver finito un libro che non ti è piaciuto molto cosa fai? Può selezionare più di una risposta","Considera gli ultimi dodici mesi. Ti è capitato di comprare dei libri suggeriti da BookTok, BookTube o Bookstagram?","",""
"2023/01/17 4:28:34 PM CET","F","26-35","Centro","Diploma","Studente","5","Fantasy e Avventura","Ebook","5","Nuovi","No","21 - 26 Euro","50","Leggo in audiolibro","70","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram;Tiktok","Si","No","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","3 o 4 ore","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Dipende dal libro","Voglia di parlare di libri ","Con musica di sottofondo","Levv","5","3","3","Dipende dal libro","Si","Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Scegli un altro libro simile;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Scegli un altro libro;Fai un video/post su qualche social","Si","",""
"2023/01/17 4:28:46 PM CET","M","19-25","Sud e Isole","Laurea e post laurea","Studente","4","Fantasy e Avventura;Romanzo storico;Young Adult e New Adult","Cartaceo;Ebook;Audiolibro","3","Nuovi","Si","16 - 20 Euro","5","Leggo in audiolibro;Li scarico da siti online","18","Mi è indifferente","1 o 2 ore","Instagram;Facebook","No","Si","Instagram","Si","Bookstagram","No","meno di un'ora","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi aiutano a leggere","Utilizzo segnalibri","Si","","In completo silenzio","","3","3","4","No","No","Consigli di amici;Consigli di Bookinfluencer","Si","Ne discuti con amici conosciuti online","Scegli un altro libro","Si","",""
"2023/01/17 4:28:54 PM CET","F","19-25","Sud e Isole","Laurea e post laurea","Studente","5","Classici;Fantasy e Avventura;Romanzo storico;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","16 - 20 Euro","15","Li scarico da siti online;Leggo su wattpad (e simili)","30","Mi è indifferente","dalle 3 alle 6 ore","Youtube;Instagram;Twitter;Facebook","Si","Si","Instagram;Twitter","Si","Booktwt","No","meno di un'ora","///","Non sono cambiate, leggo quanto prima","No","","No","","Imparo le frasi che mi piacciono di più ","Si","","In completo silenzio","L'hascrittounafemmina","3","4","2","No","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Ne discuti con i tuoi amici e li convinci a non leggerlo;Ne discuti con amici conosciuti online;Scegli un altro libro","Si","",""
"2023/01/17 4:29:18 PM CET","F","19-25","Centro","Diploma","Lavoratore","4","Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","Si","16 - 20 Euro","20","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","30","Su Amazon","dalle 3 alle 6 ore","Instagram;Tiktok;Facebook","No","No","","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","No","","Entro ma alla fine non leggo il libro","","Utilizzo segnalibri","Dipende dal libro","I consigli utili su nuovi libri","In completo silenzio","","4","3","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo;Scegli un altro libro","Si","",""
"2023/01/17 4:29:18 PM CET","F","14-18","Centro","Licenza di Scuola Media","Studente","5","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Nuovi","Si","16 - 20 Euro","50","Leggo su wattpad (e simili)","60","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram","Si","No","Instagram","Si","Booktok;Bookstagram","Si","3 o 4 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo segnalibri","Si","mi sentivo finalmente parte di qualcosa, avevo trovato altre persone con i miei stessi interessi, con cui poter parlare di ciò che mi piaceva e scoprire nuovi titoli (che tutt'ora sono i miei preferiti)","Il contesto è indifferente","lalibreriadivi / valentina.ghetti / labibliotecadidaphne","4","3","3","Dipende dal libro","Si","Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Scegli un altro libro simile;Fai un video/post su qualche social","Ne discuti con i tuoi amici e li convinci a non leggerlo;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro;Fai un video/post su qualche social","Si","",""
"2023/01/17 4:29:32 PM CET","F","14-18","Centro","Licenza di Scuola Media","Studente","4","Classici;Fantasy e Avventura;Fantascienza;Giallo e Thriller;Romanzo storico;Romanzo rosa e Chick-lit","Cartaceo","5","Nuovi","Si","16 - 20 Euro","20","Nessuno di questi","50","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram","Si","No","Instagram","Si","Bookstagram;Booktube","No","meno di un'ora","2020","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo segnalibri","No","","In completo silenzio","","3","4","3","Si","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","Aspetto che la moda sia passata","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Scegli un altro libro simile;Fai un video/post su qualche social","Ne discuti con i tuoi amici e li convinci a non leggerlo;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro;Fai un video/post su qualche social;Cerchi di capire cosa è piaciuto agli altri","Si","",""
"2023/01/17 4:29:35 PM CET","F","26-35","Sud e Isole","Laurea e post laurea","Lavoratore","4","Romanzo rosa e Chick-lit","Cartaceo;Ebook;Audiolibro","5","Indifferente","No","13 - 15 Euro","40","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited)","60","Nelle librerie digitali (feltrinelli, libraccio, mondadori ecc.)","dalle 7 alle 10 ore","Youtube;Instagram;Tiktok;Twitter;Facebook","No","Si","Instagram;Tiktok","Si","Bookstagram","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","No","","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Dipende dal libro","Ascoltare pareri diversi o simili al mio, scoprire nuovi romanzi","In completo silenzio","","5","3","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","Si","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Cerchi di capire cosa è piaciuto agli altri","Si","",""
"2023/01/17 4:29:38 PM CET","F","26-35","Nord","Diploma","Lavoratore","4","Classici;Fantasy e Avventura;Giallo e Thriller;Romanzo storico;Young Adult e New Adult","Cartaceo","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","20","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL","20","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram;Facebook","No","Si","Instagram","No","","No","meno di un'ora","2022","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo evidenziatori e sottolineo frasi","Dipende dal libro","","In completo silenzio","","4","1","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio consigliare dal libraio;Mi faccio ispirare dalla copertina","No","Scegli un altro libro simile","Scegli un altro libro;Cerchi di capire cosa è piaciuto agli altri","Si","",""
"2023/01/17 4:29:38 PM CET","F","19-25","Centro","Diploma","Disoccupato","4","Fantasy e Avventura;Romanzo storico;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Indifferente","No","21 - 26 Euro","10","Leggo su wattpad (e simili)","10","Nelle librerie fisiche","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2022","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","No","","Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi","Si","","Con musica di sottofondo","","5","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 4:30:35 PM CET","NB","14-18","Sud e Isole","Diploma","Studente","5","Fantasy e Avventura;Giallo e Thriller","Cartaceo","5","Indifferente","No","21 - 26 Euro","20","Leggo su wattpad (e simili)","46","Mi è indifferente","dalle 7 alle 10 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","No","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2020","Prima di conscese Booktok non leggevo","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi","Si","","Con musica di sottofondo","","5","3","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/17 4:30:57 PM CET","F","19-25","Sud e Isole","Diploma","Studente","5","Classici;Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook;Audiolibro","4","Indifferente","No","16 - 20 Euro","25","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online","45","Nelle librerie digitali (feltrinelli, libraccio, mondadori ecc.)","dalle 3 alle 6 ore","Youtube;Instagram;Twitter;Facebook","No","Si","Instagram;Facebook","Si","Bookstagram","Si","meno di un'ora","2021","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo segnalibri","Si","","In completo silenzio","","3","3","4","Dipende dal libro","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Voto su Goodreads","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 4:31:01 PM CET","F","14-18","Centro","Licenza di Scuola Media","Studente","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","16 - 20 Euro","20","Leggo su wattpad (e simili)","80","Nelle librerie fisiche","dalle 7 alle 10 ore","Non uso social","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo segnalibri","Dipende dal libro","","Il contesto è indifferente","larryreads","4","3","4","Dipende dal libro","Si","Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online","Scegli un altro libro","Si","",""
"2023/01/17 4:31:03 PM CET","F","19-25","Centro","Diploma","Studente","4","Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Nuovi","Si","16 - 20 Euro","15","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","15","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","3 o 4 ore","2021","Prima di conscese Booktok non leggevo","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Sì","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","","Il contesto è indifferente","","5","5","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","Si","Ne discuti con amici conosciuti online;Scegli un altro libro simile","Ne discuti con amici conosciuti online;Scegli un altro libro","Si","",""
"2023/01/17 4:31:41 PM CET","F","19-25","Centro","Diploma","Studente","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult;Dark romance","Cartaceo;Ebook","5","Indifferente","Si","16 - 20 Euro","150","Leggo in audiolibro;Li scarico da siti online","50","Mi è indifferente","Più di 10 ore","Instagram;Tiktok","Si","No","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","3 o 4 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo;Mi sembra di leggere più velocemente","Sì","Mi aiutano a leggere;Mi fa sentire parte di un gruppo;Mi sembra di leggere più velocemente","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Dipende dal libro","Vedere sempre più persone parlare di una cosa a me cara, prima sembrava fossi l’unica a leggere","Con musica di sottofondo","@tiffanymaarie","5","5","5","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Fai un video/post su qualche social;Cerchi di capire cosa è piaciuto agli altri","Si","",""
"2023/01/17 4:32:14 PM CET","M","19-25","Nord","Diploma","Studente","4","Classici;Fantasy e Avventura;Fantascienza;Giallo e Thriller;Romanzo storico;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook;Audiolibro","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","1","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL;Li scarico da siti online;Leggo su wattpad (e simili)","6","Nelle librerie fisiche","1 o 2 ore","Instagram","Si","No","Instagram","Si","Booktok;Bookstagram","Si","meno di un'ora","2022","Non sono cambiate, leggo quanto prima","No","","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","","Il contesto è indifferente","Seriallyblonde","5","3","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio consigliare dal libraio;Mi faccio ispirare dalla copertina","Aspetto che la moda sia passata","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Scegli un altro libro simile;Fai un video/post su qualche social","Ne discuti con i tuoi amici e li convinci a non leggerlo;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Fai un video/post su qualche social;Cerchi di capire cosa è piaciuto agli altri","Si","",""
"2023/01/17 4:32:25 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","5","Classici;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","50","Leggo su wattpad (e simili)","40","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram;Tiktok","Si","No","Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2022","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo segnalibri","Si","non mi sentivo strana ad avere questa passione e così ho iniziato a leggere molto di più
","Con musica di sottofondo","leggoromance, lalibreriadidaphne,latimidalibreriadelriccio","5","3","2","Si","Si","Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Fai un video/post su qualche social","Cerchi di capire cosa è piaciuto agli altri","Si","",""
"2023/01/17 4:32:36 PM CET","F","19-25","Centro","Laurea e post laurea","Lavoratore","3","Classici;Fantasy e Avventura;Romanzo storico;Romanzo rosa e Chick-lit;Young Adult e New Adult;Saggi e divulgazione scientifica","Cartaceo;Ebook","1","Indifferente","Si","10 - 12 Euro","14","Leggo in audiolibro;Li prendo in biblioteca o MLOL;Li scarico da siti online;Leggo su wattpad (e simili)","100","Mi è indifferente","meno di un'ora","Youtube;Instagram;Tiktok;Twitter;Facebook","No","Si","Instagram","No","","No","meno di un'ora","2020","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo evidenziatori e sottolineo frasi","No","","Il contesto è indifferente","","5","5","5","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo","No","",""
"2023/01/17 4:33:10 PM CET","F","19-25","Sud e Isole","Diploma","Lavoratore","5","Classici;Fantasy e Avventura;Fantascienza;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","No","16 - 20 Euro","100","Nessuno di questi","90","Nelle librerie fisiche","Più di 10 ore","Instagram;Blog online ","Si","No","Instagram;Blog online ","Si","Bookstagram","Si","meno di un'ora","2020","Non sono cambiate, leggo quanto prima","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo;Mi sembra di leggere più velocemente","Utilizzo segnalibri","Dipende dal libro","","Il contesto è indifferente","unachiaraqualunque, birth.venus e te 🫶🏼","3","3","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Fai un video/post su qualche social;Cerchi di capire cosa è piaciuto agli altri","Si","",""
"2023/01/17 4:33:21 PM CET","F","26-35","Sud e Isole","Diploma","Studente","5","Classici;Fantasy e Avventura;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","Si","13 - 15 Euro","10","Li scarico da siti online","30","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Tiktok;Facebook","No","Si","Tiktok","Si","Booktok","Si","meno di un'ora","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Dipende dal libro","","In completo silenzio","Vale ghetti","5","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Leggi o guardi video di recensione online;Scegli un altro libro simile","Scegli un altro libro","Si","",""
